ASX Listed Companies (1 June 2018),,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap
MAY,Melbana Energy Limited,Energy,"19,989,000",0.001,,
MBK,Metal Bank Limited,Materials,"14,987,400",0.001,,
MBM,Mobecom Limited,Information Technology,"17,725,900",0.001,,
MBO,Mobilarm Limited,Information Technology,"9,862,390",0.000,,
MBT,Mission Newenergy,Energy,"1,471,330",0.000,,
MCA,Murray Cod Aust Limited,Consumer Staples,"23,166,900",0.001,,
MCE,Matrix C & E Limited,Energy,"49,687,500",0.002,,
MCH,Murchison Holdings,Financials,"4,265,680",0.000,,
MCM,MC Mining Limited,Energy,"71,848,600",0.003,,
MCP,Mcpherson's Limited,Consumer Discretionary,"165,015,000",0.008,,
MCR,Mincor Resources NL,Materials,"96,874,000",0.005,,
MCT,Metalicity Limited,Materials,"15,797,600",0.001,,
MCX,Mariner Corp Limited,Financials,"384,666",0.000,,
MCY,Mercury NZ Limited Foreign Exempt NZX,Utilities,"4,068,390,000",0.197,,
MDC,Medlab Clinical Limited,Health Care,"109,211,000",0.005,,
MDD,Mandalong Resources,Materials,"649,299",0.000,,
MDI,Middle Island Res,Materials,"11,864,300",0.001,,
MDL,Mineral Deposits,Materials,"337,830,000",0.016,,
MDR,Medadvisor Limited,Health Care,"38,902,600",0.002,,
MDX,Mindax Limited,Materials,"5,931,390",0.000,,
MEA,Mcgrath Limited,Real Estate,"50,673,600",0.002,,
MEB,Medibio Limited,Health Care,"36,473,100",0.002,,
MEC,Morphic Eef Limited,Financials,"46,843,600",0.002,,
MED,Merlin Diamonds Limited,Materials,"21,766,000",0.001,,
MEI,Meteoric Resources,Materials,"19,361,500",0.001,,
MEL,Metgasco Limited,Energy,"21,517,100",0.001,,
MEM,Memphasys Limited,Health Care,"10,217,700",0.000,,
MEP,Minotaur Exploration,Materials,"16,916,700",0.001,,
MEQ,Metlifecare Limited Foreign Exempt NZX,Health Care,0,0.000,,
MEU,Marmota Limited,Energy,"11,355,200",0.001,,
MEY,Marenica Energy Limited,Energy,"6,887,740",0.000,,
MEZ,Meridian Energy Foreign Exempt NZX,Utilities,"3,540,270,000",0.172,,
MFD,Mayfield Childcr Limited,Consumer Discretionary,"30,964,100",0.002,,
MFF,MFF Capital INV Limited,Financials,"1,347,080,000",0.065,,
MFG,Magellan Fin Group Limited,Financials,"4,068,720,000",0.197,,
MGC,MG Unit Trust Ordinary Units FP,,"48,367,200",0.002,,
MGE,Mag Global Equities Trading Managed Fund Units FP,,"1,045,030,000",0.051,,
MGG,Magellan Glob Trust Ordinary Units FP,,"1,626,130,000",0.079,,
MGL,Magontec Limited,Materials,"31,922,100",0.002,,
MGP,Managed Accounts,Financials,"58,843,000",0.003,,
MGR,Mirvac Group Stapled Securities,Real Estate,"8,535,010,000",0.413,,
MGT,Magnetite Mines,Materials,"11,078,800",0.001,,
MGU,Magnum Mining & Exp,Materials,"15,097,300",0.001,,
MGV,Musgrave Minerals,Materials,"21,909,000",0.001,,
MGX,Mount Gibson Iron,Materials,"466,039,000",0.023,,
MGZ,Medigard Limited,Health Care,"2,004,800",0.000,,
MHC,Manhattan Corp Limited,Energy,"3,673,250",0.000,,
MHD,Millennium Limited,Consumer Discretionary,"6,350,860",0.000,,
MHG,Magellan GBL EQ Fund Trading Managed Fund Units FP,,"68,763,600",0.003,,
MHI,Merchant House 1c,Consumer Discretionary,"18,382,000",0.001,,
MHJ,Michael Hill Int,Consumer Discretionary,"371,941,000",0.018,,
MICH,Mag. Infra. Fund CH Trading Managed Fund Units FP,,"168,347,000",0.008,,
MIG,Migme Limited,Information Technology,"13,910,700",0.001,,
MIH,MNC Media Invest Limited Chess Depositary Interests US Prohibited 1,Telecommunication Services,"85,992,600",0.004,,
MIL,Millennium Group Limited,Industrials,"45,009,700",0.002,,
MIN,Mineral Resources,Materials,"3,468,730,000",0.168,,
MIR,Mirrabooka Invest,Financials,"417,519,000",0.020,,
MJC,Mejority Capital Limited,Financials,"2,372,510",0.000,,
MJP,Martin Aircraft Limited,Industrials,"2,778,050",0.000,,
MKB,Moko Social Media,Information Technology,"4,979,390",0.000,,
MKG,Mako Gold,Materials,"8,909,100",0.000,,
MLB,Melbourne IT Limited,Information Technology,"399,340,000",0.019,,
MLD,Maca Limited,Materials,"313,569,000",0.015,,
MLM,Metallica Minerals,Materials,"14,825,400",0.001,,
MLS,Metals Australia,Materials,"11,695,200",0.001,,
MLT,Milton Corporation,Financials,"2,981,510,000",0.144,,
MLX,Metals X Limited,Materials,"544,802,000",0.026,,
MMG,MMG Limited Cdi 1:10 Foreign Exempt Hkse,Materials,"132,252,000",0.006,,
MMI,Metro Mining Limited,Energy,"297,168,000",0.014,,
MMJ,MMJ Phytotech Limited,Health Care,"67,526,700",0.003,,
MML,Medusa Mining Limited,Materials,"117,404,000",0.006,,
MMR,Mec Resources,Energy,"4,623,080",0.000,,
MMS,Mcmillan Shakespeare,Industrials,"1,410,320,000",0.068,,
MNB,Minbos Resources Limited,Materials,"4,937,010",0.000,,
MNC,Metminco Limited,Materials,"10,038,000",0.000,,
MND,Monadelphous Group,Industrials,"1,365,510,000",0.066,,
MNF,MNF Group Limited,Telecommunication Services,"362,665,000",0.018,,
MNRS,Beta Global Gold ETF Units FP,,"5,096,710",0.000,,
MNS,Magnis Resource Limited,Materials,"243,473,000",0.012,,
MNW,Mint Payments Limited,Information Technology,"22,355,100",0.001,,
MNY,MONEY3 Corporation,Financials,"331,394,000",0.016,,
MOAT,Vaneck US Wide MOAT ETF Cdis 1:1,,"55,749,500",0.003,,
MOB,Mobilicom Limited,Information Technology,"8,531,600",0.000,,
MOC,Mortgage Choice Limited,Financials,"230,620,000",0.011,,
MOD,MOD Resources Limited,Materials,"118,056,000",0.006,,
MOE,Moelis Australia Limited,Financials,"907,478,000",0.044,,
MOGL,MOGL (Managed Fund) Trading Managed Units FP,,"77,107,700",0.004,,
MONY,Ubs IQ Cash ETF Units FP,,"1,000,120",0.000,,
MOQ,MOQ Limited,Information Technology,"40,330,200",0.002,,
MOX,MONAX Mining Limited,Materials,"1,993,990",0.000,,
MOY,Millennium Min Limited,Materials,"138,595,000",0.007,,
MP1,Megaport Limited,Information Technology,"469,755,000",0.023,,
MPL,Medibank Private Limited,Financials,"8,069,230,000",0.391,,
MPO,Molopo Energy Limited,Energy,"34,865,700",0.002,,
MPP,Metro Perf.Glass Limited Foreign Exempt NZX,Materials,"148,302,000",0.007,,
MPW,MSL Solutions Limited,Information Technology,"49,849,800",0.002,,
MPX,Mustera Property Group,Real Estate,"26,242,200",0.001,,
MQG,Macquarie Group Limited,Financials,"38,916,000,000",1.885,,
MQR,Marquee Resource Limited,Materials,"8,184,170",0.000,,
MRC,Mineral Commodities,Materials,"123,440,000",0.006,,
MRD,Mount Ridley Mines,Materials,"6,085,730",0.000,,
MRG,Murray River Group,Consumer Staples,"39,548,800",0.002,,
MRL,Mayur Resources Limited Chess Depositary Interests 1:1,Materials,"66,119,800",0.003,,
MRM,Mmaoffshor,Industrials,"201,648,000",0.010,,
MRN,MACQ Media Limited,Consumer Discretionary,"236,839,000",0.011,,
MRP,Macphersons Resource,Materials,"29,837,300",0.001,,
MRQ,MRG Metals Limited,Materials,"6,004,530",0.000,,
MRR,Minrex Resources Limited,Materials,"4,820,980",0.000,,
MRV,Moreton Resources,Energy,"30,530,900",0.001,,
MSB,Mesoblast Limited,Health Care,"725,473,000",0.035,,
MSE,Metalsearch Limited,Materials,"3,192,420",0.000,,
MSG,MCS Services Limited,Industrials,"3,596,880",0.000,,
MSI,Multistack Internat,Industrials,"673,824",0.000,,
MSM,MSM Corporation Intl,Information Technology,"12,386,900",0.001,,
MSP,Maxsec Group Limited,Information Technology,"11,711,900",0.001,,
MSR,Manas Res Limited,Materials,"13,215,800",0.001,,
MSV,Mitchell Services,Industrials,"69,398,600",0.003,,
MTB,Mount Burgess Mining,Materials,"3,385,440",0.000,,
MTC,Metalstech Limited,Materials,"7,641,960",0.000,,
MTH,Mithril Resources,Materials,"1,726,360",0.000,,
MTL,Manalto Limited,Information Technology,"25,496,700",0.001,,
MTM,Mareterram Limited,Consumer Staples,"40,951,800",0.002,,
MTO,Motorcycle HLDG,Consumer Discretionary,"223,378,000",0.011,,
MTR,Mantra Group Limited,Consumer Discretionary,"1,179,210,000",0.057,,
MTS,Metcash Limited,Consumer Staples,"2,829,360,000",0.137,,
MUA,Mitula Group Limited,Information Technology,"154,016,000",0.007,,
MUS,Mustang Resources,Materials,"18,581,900",0.001,,
MVA,Vaneck Property ETF Units FP,,"112,767,000",0.005,,
MVB,Vaneck Banks ETF Units FP,,"29,442,200",0.001,,
MVE,Vaneck Midcap ETF Units FP,,"72,850,500",0.004,,
MVF,Monash Ivf Group Limited,Health Care,"277,767,000",0.013,,
MVOL,Ishares Edge Au MVOL ETF Units FP,,"6,596,820",0.000,,
MVP,Medical Developments,Health Care,"346,157,000",0.017,,
MVR,Vaneck Resources ETF Units FP,,"89,600,800",0.004,,
MVS,Vaneck Small Masters ETF Units FP,,"71,571,500",0.003,,
MVT,Mercantile Invest,Financials,"47,719,000",0.002,,
MVW,Vaneck EQUAL Weight ETF Units FP,,"470,246,000",0.023,,
MWR,MGM Wireless Limited,Information Technology,"21,904,300",0.001,,
MWY,Midway Limited,Materials,"183,510,000",0.009,,
MX1,Micro-X Limited,Health Care,"49,079,200",0.002,,
MXC,MGC Pharmaceuticals,Health Care,"84,198,100",0.004,,
MXI,Maxitrans Industries,Industrials,"99,940,900",0.005,,
MXR,Maximus Resources,Materials,"3,177,300",0.000,,
MXT,MCP Master Income Ordinary Units FP,,"745,025,000",0.036,,
MYE,Mastermyne Group Limited,Materials,"111,196,000",0.005,,
MYL,Myanmar Metals,Materials,"43,145,600",0.002,,
MYO,Myob Group Limited,Information Technology,"1,683,510,000",0.082,,
MYQ,Myfiziq Limited,Information Technology,"41,100,000",0.002,,
MYR,Myer Holdings Limited,Consumer Discretionary,"353,150,000",0.017,,
MYS,Mystate Limited,Financials,"435,285,000",0.021,,
MYX,Mayne Pharma Limited,Health Care,"1,211,980,000",0.059,,
MZI,MZI Res Limited,Materials,"25,843,600",0.001,,
MZN,Marindi Metals Limited,Materials,"21,365,500",0.001,,
MZZ,Matador Mining Limited,Materials,"5,604,500",0.000,,
N1H,N1 Holdings Limited,Financials,"9,786,670",0.000,,
N27,Northern Cobalt,Materials,"10,627,300",0.001,,
NAB,National Aust. Bank,Financials,"72,975,200,000",3.535,,
NAC,Naos Absolute Opp,,"52,011,500",0.003,,
NAE,New Age Exploration,Energy,"3,156,000",0.000,,
NAG,Nagambie Resources,Materials,"76,747,800",0.004,,
NAM,Namoi Cotton Limited,Industrials,"66,494,500",0.003,,
NAN,Nanosonics Limited,Health Care,"796,235,000",0.039,,
NAV,Navigator Resources,Materials,"3,145,790",0.000,,
NBL,Noni B Limited,Consumer Discretionary,"236,388,000",0.011,,
NC6,Nanollose Limited,Health Care,"5,775,000",0.000,,
NCC,Naos Emerg Opp,,"71,906,600",0.003,,
NCK,Nick Scali Limited,Consumer Discretionary,"544,320,000",0.026,,
NCL,Netccentric Limited Chess Depositary Interests 1:1,Consumer Discretionary,"2,887,500",0.000,,
NCM,Newcrest Mining,Materials,"15,938,300,000",0.772,,
NCR,Nucoal Resources Limited,Materials,"8,454,740",0.000,,
NCZ,New Century Resource,Materials,"582,088,000",0.028,,
NDQ,BETASHARESNASDAQ100 ETF Units FP,,"293,818,000",0.014,,
NEA,Nearmap Limited,Information Technology,"354,903,000",0.017,,
NEC,Nine Entertainment,Consumer Discretionary,"2,100,010,000",0.102,,
NES,Nelson Resources,Materials,"5,871,180",0.000,,
NET,Netlinkz Limited,Information Technology,"31,963,900",0.002,,
NEU,Neuren Pharmaceut,Health Care,"307,044,000",0.015,,
NEW,NEW Energy Solar Stapled Securities,Utilities,"478,434,000",0.023,,
NGE,NGE Capital Limited,,"25,836,700",0.001,,
NGI,Navigator Global Limited,Financials,"745,880,000",0.036,,
NGY,Nuenergy Gas Limited,Energy,"65,162,000",0.003,,
NHC,New Hope Corporation,Energy,"2,052,940,000",0.099,,
NHF,Nib Holdings Limited,Financials,"2,488,020,000",0.121,,
NHL,Novita Health Limited,Health Care,"12,580,500",0.001,,
NIO,Nickelore Limited,Materials,"8,001,020",0.000,,
NIU,Niuminco Group Limited,Materials,"4,805,670",0.000,,
NKP,Nkwe Platinum 1c US Common Shares FP,Materials,"71,709,700",0.003,,
NLI,Novo Litio Limited,Materials,"17,523,600",0.001,,
NME,NEX Metals Explorat,Materials,"2,290,750",0.000,,
NMI,Northern Mining,Materials,"10,322,900",0.001,,
NML,Navarre Minerals Limited,Materials,"21,803,800",0.001,,
NMM,Noble Metals Limited,Materials,"17,379,800",0.001,,
NMS,Neptune Marine,Energy,"36,864,800",0.002,,
NMT,Neometals Limited,Materials,"179,366,000",0.009,,
NNW,99 Wuxian Limited Chess Depositary Interests 1:1,Consumer Discretionary,"214,541,000",0.010,,
NOR,Norwood Systems Limited,Information Technology,"14,601,700",0.001,,
NOV,Novatti Group Limited,Information Technology,"37,418,000",0.002,,
NOX,Noxopharm Limited,Health Care,"60,762,800",0.003,,
NSC,Naos SMLCAP Com Limited,Financials,"132,662,000",0.006,,
NSE,New Standard Energy,Energy,"3,582,090",0.000,,
NSL,NSL Consolidated Limited,Materials,"45,543,000",0.002,,
NSR,National Storage Stapled Security FP,Real Estate,"886,185,000",0.043,,
NST,Northern Star,Materials,"3,841,600,000",0.186,,
NSX,NSX Limited,Financials,"29,581,100",0.001,,
NTC,Netcomm Wireless,Information Technology,"169,011,000",0.008,,
NTD,National Tyre&Wheel,,"115,773,000",0.006,,
NTI,Neurotech Intl,Health Care,"12,078,700",0.001,,
NTL,New Talisman Gold,Materials,"28,138,500",0.001,,
NTM,NTM Gold Limited,Materials,"14,847,100",0.001,,
NTU,Northern Min Limited,Materials,"109,444,000",0.005,,
NUF,Nufarm Limited,Materials,"3,109,920,000",0.151,,
NUH,Nuheara Limited,Information Technology,"77,861,700",0.004,,
NUS,Nusantara Resources,Materials,"15,858,800",0.001,,
NVA,Nova Minerals Limited,Materials,"22,068,600",0.001,,
NVL,National Veterinary,Health Care,"152,943,000",0.007,,
NVO,Nvoi Limited,Information Technology,"3,430,000",0.000,,
NVT,Navitas Limited,Consumer Discretionary,"1,579,630,000",0.077,,
NVX,Novonix Limited,Materials,"88,659,100",0.004,,
NWC,New World Cobalt Limited,Materials,"38,561,300",0.002,,
NWE,Norwest Energy NL,Energy,"10,146,300",0.000,,
NWF,Newfield Resources,Materials,"113,353,000",0.005,,
NWH,NRW Holdings Limited,Industrials,"502,202,000",0.024,,
NWL,Netwealth Group,Financials,"2,151,000,000",0.104,,
NWS,News Corp Class B Voting Common Stock-Cdi,Consumer Discretionary,"1,060,010,000",0.051,,
NWSLV,News Corp Class A Non-Voting Common Stock-Cdi,Consumer Discretionary,"285,927,000",0.014,,
NXM,Nexus Minerals Limited,Materials,"6,377,300",0.000,,
NXR,NEMEX Resources Limited,Materials,"4,826,510",0.000,,
NXT,NEXTDC Limited,Information Technology,"2,563,130,000",0.124,,
NZC,NZURI Copper Limited,Materials,"74,301,700",0.004,,
NZK,NZK Salmon Limited Foreign Exempt NZX,Consumer Staples,"290,798,000",0.014,,
NZM,NZME Limited Foreign Exempt NZX,Consumer Discretionary,"152,889,000",0.007,,
OAR,Oakdale Resource Limited,Materials,"1,491,270",0.000,,
OBJ,OBJ Limited,Health Care,"39,808,200",0.002,,
OCA,Oceania Healthc Limited Foreign Exempt NZX,Health Care,"598,049,000",0.029,,
OCC,Orthocell Limited,Health Care,"30,276,600",0.001,,
OCL,Objective Corp,Information Technology,"301,038,000",0.015,,
OCP,Oceania Capital Limited,Financials,"77,509,500",0.004,,
ODM,Odin Metals Limited,Materials,"31,512,500",0.002,,
ODN,Odin Energy Limited,Energy,0,0.000,,
ODY,Odyssey Energy,Energy,"16,376,500",0.001,,
OEC,Orbital Corp Limited,Industrials,"33,268,800",0.002,,
OEL,Otto Energy Limited,Energy,"102,572,000",0.005,,
OEQ,Orion Equities,Financials,"2,939,370",0.000,,
OEX,OILEX Limited,Energy,"6,005,900",0.000,,
OFX,OFX Group Limited,Financials,"441,391,000",0.021,,
OGA,Ocean Grown Abalone,Consumer Staples,"24,697,200",0.001,,
OGC,Oceanagold Corp Chess Depositary Interest 1:1,Materials,"2,017,910,000",0.098,,
OGX,Orinoco Gold Limited,Materials,"82,351,500",0.004,,
OHE,Orion Health Group Foreign Exempt NZX,Health Care,"117,589,000",0.006,,
OIL,Optiscan Imaging,Health Care,"28,457,800",0.001,,
OKJ,Oakajee Corp Limited,Financials,"4,080,000",0.000,,
OKR,Okapi Resources,Materials,"10,780,700",0.001,,
OKU,Oklo Resources Limited,Energy,"120,304,000",0.006,,
OLH,Oldfields Holdings,Industrials,"5,341,450",0.000,,
OLI,Oliver's Real Food,Consumer Discretionary,"19,655,700",0.001,,
OLV,Otherlevels Holdings,Information Technology,"10,783,800",0.001,,
OMH,Om Holdings Limited 10c,Materials,"723,036,000",0.035,,
OML,Ooh!Media Limited,Consumer Discretionary,"865,887,000",0.042,,
OMT,Omni Market,Information Technology,"3,766,430",0.000,,
ONE,Oneview Healthcare Chess Depositary Interests 1:1,Health Care,"130,377,000",0.006,,
ONT,1300 Smiles Limited,Health Care,"150,358,000",0.007,,
ONX,Orminexltd,Materials,"24,470,100",0.001,,
OOK,Ookami Limited,Consumer Discretionary,"8,105,230",0.000,,
OOO,Betasharescrudeoil ETF Units FP,,"30,574,300",0.001,,
OPG,Opus Group Limited,Industrials,"45,829,700",0.002,,
OPN,Opendna Limited,Industrials,"3,630,850",0.000,,
OPT,Opthea Limited,Health Care,"91,141,900",0.004,,
ORA,Orora Limited,Materials,"4,151,000,000",0.201,,
ORE,Orocobre Limited,Materials,"1,478,230,000",0.072,,
ORG,Origin Energy,Energy,"16,886,700,000",0.818,,
ORH,ORH Limited,Industrials,"1,318,940",0.000,,
ORI,Orica Limited,Materials,"6,682,020,000",0.324,,
ORL,Orotongroup Limited,Consumer Discretionary,"18,259,200",0.001,,
ORM,Orion Metals Limited,Materials,"8,101,950",0.000,,
ORN,Orion Minerals Limited,Materials,"65,330,200",0.003,,
ORR,Orecorp Limited,Materials,"47,610,800",0.002,,
OSH,Oil Search Limited 10 Toea,Energy,"12,600,400,000",0.610,,
OSL,Oncosil Medical,Health Care,"118,590,000",0.006,,
OSP,Osprey Med Inc Chess Depositary Interests 2:1 US Prohibited,Health Care,"52,623,800",0.003,,
OTI,Oriental Techno,Industrials,"1,951,060",0.000,,
OTR,Onterran Limited,Industrials,"19,960,800",0.001,,
OTW,Over the Wire Limited,Information Technology,"138,155,000",0.007,,
OVH,Onevue Holdings Limited,Financials,"214,114,000",0.010,,
OVL,Oro Verde Limited,Materials,"2,618,120",0.000,,
OVN,Oventus Medical Limited,Health Care,"26,193,400",0.001,,
OXX,Octanex Limited,Energy,"6,817,820",0.000,,
OZF,SPDR 200 Financials ETF Units FP,,"58,837,600",0.003,,
OZG,Ozgrowth Limited,,"64,191,200",0.003,,
OZL,OZ Minerals,Materials,"2,938,860,000",0.142,,
OZR,SPDR 200 Resources ETF Units FP,,"67,448,400",0.003,,
P2P,P2P Transport,,"98,713,400",0.005,,
PAA,Pharmaust Limited,Health Care,"9,949,030",0.000,,
PAB,PATRYS Limited,Health Care,"51,508,500",0.002,,
PAC,Pacific Group Limited,Financials,"288,236,000",0.014,,
PAF,PM Capital Asian Ops,,"70,955,500",0.003,,
PAI,Platinum Asia Limited,,"460,805,000",0.022,,
PAK,Pacific American,Materials,"8,430,600",0.000,,
PAN,Panoramic Resources,Materials,"270,376,000",0.013,,
PAR,Paradigm Bio,Health Care,"66,349,400",0.003,,
PAXX,Platinum Asia Fund Trading Managed Units FP,,"98,126,900",0.005,,
PBP,Probiotec Limited,Health Care,"66,912,300",0.003,,
PBT,Prana Biotechnology,Health Care,"25,092,900",0.001,,
PBX,Pacific Bauxite Limited,Materials,"11,551,700",0.001,,
PC1,Plus Connect Limited,Information Technology,"8,310,860",0.000,,
PCG,Pengana Capital,Financials,"365,318,000",0.018,,
PCH,Property Connect,Information Technology,"2,403,870",0.000,,
PCK,Painchek Limited,Health Care,"32,091,300",0.002,,
PCL,Pancontinental Oil,Energy,"21,047,200",0.001,,
PDF,Pacific Dairies,Consumer Staples,"8,860,420",0.000,,
PDI,Predictive Disc Limited,Materials,"4,722,840",0.000,,
PDL,Pendal Group Limited,Financials,"3,088,060,000",0.150,,
PDN,Paladin Energy Limited,Energy,"265,491,000",0.013,,
PDZ,Prairie Mining Limited,Materials,"65,324,600",0.003,,
PEA,Pacific Energy,Utilities,"227,779,000",0.011,,
PEC,Perpetual Res Limited,Materials,"1,846,940",0.000,,
PEK,Peak Resources,Materials,"28,075,500",0.001,,
PEL,Pelican Resources,Materials,"5,428,850",0.000,,
PEN,Peninsula Energy Limited,Energy,"56,087,400",0.003,,
PEX,Peel Mining Limited,Materials,"112,201,000",0.005,,
PFG,Prime Financial,Financials,"23,867,200",0.001,,
PFP,Propel Funeral,Consumer Discretionary,"293,508,000",0.014,,
PG1,Pearl Global Limited,Industrials,"14,747,700",0.001,,
PGC,Paragon Care Limited,Health Care,"219,804,000",0.011,,
PGF,PM Capital Fund,,"442,147,000",0.021,,
PGH,Pact Group Holdings Limited,Materials,"1,881,860,000",0.091,,
PGI,Panterra Gold Limited,Materials,"3,220,720",0.000,,
PGM,Platina Resources,Materials,"21,130,100",0.001,,
PGR,The Pas Group Limited,Consumer Discretionary,"46,474,900",0.002,,
PGS,Planet Gas Limited,Energy,"2,150,490",0.000,,
PGY,Pilot Energy Limited,Energy,"1,843,720",0.000,,
PHA,Public Holdings,Financials,"2,277,480",0.000,,
PHI,Phileo Australia,Real Estate,"354,356,000",0.017,,
PHK,Phoslock Water,Industrials,"154,180,000",0.007,,
PIA,Pengana Int EQU Limited,Financials,"279,558,000",0.014,,
PIC,Perpetual Equity Limited,,"286,248,000",0.014,,
PIL,Peppermint INV Limited,Information Technology,"29,556,900",0.001,,
PIO,Pioneer Res Limited,Materials,"30,418,500",0.001,,
PIQ,Proteomics Int Lab,Health Care,"18,422,700",0.001,,
PIXX,Platinum Int Fund Trading Managed Fund Units FP,,"203,369,000",0.010,,
PKA,Plukka Limited,Financials,"1,855,490",0.000,,
PKD,Parkd Limited,Industrials,"7,800,000",0.000,,
PKO,Peako Limited,Energy,"1,296,370",0.000,,
PL8,Plato Inc MAX Limited,,"305,518,000",0.015,,
PLC,PLC Financial,Financials,"1,429,000",0.000,,
PLG,Propertylink Group Stapled Securities US Prohibited,Real Estate,"629,905,000",0.031,,
PLL,Piedmont Lithium Limited,Materials,"96,955,300",0.005,,
PLS,Pilbara Min Limited,Materials,"1,604,950,000",0.078,,
PLUS,Vaneck Au Corp Bond ETF Units FP,,"182,322,000",0.009,,
PLX,Pyrolyx AG Chess Depositary Interests 15:1,Materials,"75,489,000",0.004,,
PM1,Pure Minerals Limited,Materials,"5,046,940",0.000,,
PMC,Platinum Capital Limited,Financials,"580,420,000",0.028,,
PME,Pro Medicus Limited,Health Care,"764,931,000",0.037,,
PMGOLD,Gold Corp 0.00 ZAU Call STR.Prod,,"5,523,370,000",0.268,,
PMP,PMP Limited,Industrials,"137,750,000",0.007,,
PMV,Premier Investments,Consumer Discretionary,"2,512,210,000",0.122,,
PMY,Pacifico Min Limited,Materials,"11,609,800",0.001,,
PNC,Pioneer Credit Limited,Financials,"204,432,000",0.010,,
PNI,Pinnacle Investment,Financials,"860,604,000",0.042,,
PNL,Paringa Resources,Energy,"83,816,600",0.004,,
PNN,Pepinnini Lithium,Materials,"12,264,600",0.001,,
PNR,Pantoro Limited,Materials,"267,744,000",0.013,,
PNV,Polynovo Limited,Health Care,"401,434,000",0.019,,
PNW,Pacific Star Network,Consumer Discretionary,"62,567,500",0.003,,
PNX,PNX Metals Limited,Materials,"9,800,370",0.000,,
PO3,Purifloh Limited,Utilities,"13,174,300",0.001,,
POD,Podium Minerals,Materials,"10,113,100",0.000,,
POH,Phosphagenics Limited,Health Care,"28,394,200",0.001,,
POS,Poseidon Nick Limited,Materials,"40,972,800",0.002,,
POU,Betashares Pound ETF ETF Units FP,,"25,480,200",0.001,,
POW,Protean Energy Limited,Industrials,"10,758,900",0.001,,
POZ,POZ Minerals Limited,Materials,"15,400,800",0.001,,
PPC,Peet Limited,Real Estate,"646,774,000",0.031,,
PPE,Peopleinfrastructure,Industrials,"103,070,000",0.005,,
PPG,Pro-Pac Packaging,Materials,"230,548,000",0.011,,
PPH,Pushpay Holdings Limited Foreign Exempt NZX,Information Technology,"1,098,200,000",0.053,,
PPK,PPK Group Limited,Industrials,"16,119,100",0.001,,
PPL,Pureprofile Limited,Information Technology,"11,929,100",0.001,,
PPS,Praemium Limited,Information Technology,"278,232,000",0.013,,
PPT,Perpetual Limited,Financials,"1,788,460,000",0.087,,
PPY,Papyrus Australia,Materials,"2,476,640",0.000,,
PRL,Petrel Energy Limited,Energy,"5,239,150",0.000,,
PRO,Prophecy Internation,Information Technology,"28,804,400",0.001,,
PRT,Prime Media Group Limited,Consumer Discretionary,"109,899,000",0.005,,
PRU,Perseus Mining Limited,Materials,"460,475,000",0.022,,
PRX,Prodigy Gold NL,Materials,"43,560,100",0.002,,
PRY,Primary Health Care,Health Care,"1,956,950,000",0.095,,
PSA,Petsec Energy,Energy,"37,787,600",0.002,,
PSC,Prospect Res Limited,Materials,"77,263,500",0.004,,
PSI,PSC Insurance Limited,Financials,"684,412,000",0.033,,
PSM,Peninsula Mines Limited,Materials,"7,023,260",0.000,,
PSQ,Pacific Smiles Group,Health Care,"272,068,000",0.013,,
PSY,Panorama Synergy Limited,Information Technology,"34,755,000",0.002,,
PSZ,PS&C Limited,Industrials,"20,597,400",0.001,,
PTB,PTB Group Limited,Industrials,"40,787,100",0.002,,
PTL,Pental Limited,Consumer Staples,"43,600,200",0.002,,
PTM,Platinum Asset,Financials,"3,561,140,000",0.173,,
PTR,Petratherm Limited,Utilities,"6,959,820",0.000,,
PTX,Prescient Limited,Health Care,"28,594,100",0.001,,
PUN,Pegasus Metals,Materials,"3,240,590",0.000,,
PUR,Pursuit Minerals,Materials,"5,209,230",0.000,,
PVD,Pura Vida Energy NL,Energy,"13,330,700",0.001,,
PVE,Po Valley Energy Limited,Energy,"21,950,600",0.001,,
PVL,Powerhouse Ven Limited,Industrials,"6,144,050",0.000,,
PWH,PWR Holdings Limited,Consumer Discretionary,"260,000,000",0.013,,
PWN,Parkway Minls NL,Materials,"5,335,920",0.000,,
PWNCA,Parkway Minls NL Ordinary Partly Paid to 0.1c 4.9c,Materials,"123,300",0.000,,
PXS,Pharmaxis Limited,Health Care,"99,131,300",0.005,,
PXX,Polarx Limited,Materials,"24,972,800",0.001,,
PYC,Phylogica Limited,Health Care,"53,471,400",0.003,,
PYG,Paygroup Limited,Information Technology,"38,236,900",0.002,,
PZC,Pan Asia Corp Limited,Energy,"1,382,100",0.000,,
QAG,Betaagriculture ETF Units FP,,"3,293,850",0.000,,
QAN,Qantas Airways,Industrials,"10,786,200,000",0.523,,
QAU,Betashares Gold ETF ETF Units FP,,"54,721,400",0.003,,
QBE,QBE Insurance Group,Financials,"12,856,400,000",0.623,,
QBL,Queensland Bauxite,Materials,"78,098,800",0.004,,
QCB,Betacommodities ETF Units FP,,"10,715,900",0.001,,
QFN,Betashares ASX Fin ETF Units FP,,"21,573,100",0.001,,
QFY,Quantify Tech Limited,Information Technology,"14,921,500",0.001,,
QGL,Quantum Graphite,Materials,"22,546,000",0.001,,
QHL,Quickstep Holdings,Industrials,"43,341,800",0.002,,
QIN,Quintis Limited,Materials,"115,136,000",0.006,,
